CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY
Monmouth,4580,Rumson-Fair Haven Reg,29163410,941,30994,18,29143744,881,33081,25,"G. G9-12|7-12,9-12"
Monmouth,4690,Sea Girt Boro,6339741,167,38083,70,6535703,178,36821,62,"I. K-12|K-8,0-400"
Monmouth,4760,Shore Regional,24238773,611,39676,44,25036752,587,42691,43,"G. G9-12|7-12,9-12"
Monmouth,4770,Shrewsbury Boro,11379747,451,25248,21,13108913,467,28093,34,"D. K-8|K-8,401-750"
Monmouth,4840,Lake Como,3787644,145,26212,11,3818151,131,29258,12,K-12|Non-Operating
Monmouth,4980,Spring Lake Boro,8080627,208,38825,71,9179572,194,47217,74,"I. K-12|K-8,0-400"
Monmouth,4990,Spring Lake Heights Boro,12862901,470,27381,32,13205039,443,29834,37,"I. K-12|K-8,0-400"
Monmouth,5185,Tinton Falls,39823317,1362,29249,56,42503364,1386,30660,59,"E. K-8|K-8,751+"
Monmouth,5230,Union Beach,19271707,846,22778,6,20182880,865,23339,6,"J. K-12|K-8,401-750"
Monmouth,5310,Upper Freehold Regional,52531630,2109,24912,26,55545052,2078,26727,29,"M. K-12|K-12,1800-3500"
Monmouth,5420,Wall Twp,102450465,3291,31127,67,105263835,3229,32595,67,"M. K-12|K-12,1800-3500"
Monmouth,5640,West Long Branch Boro,16371238,534,30684,54,17403365,551,31563,52,"D. K-8|K-8,401-750"
Monmouth,5645,Loch Arbour,266568,6,44428,16,273804,7,39115,15,K-12|Non-Operating
Monmouth,6010,Academy Charter High Sch,4950641,167,29591,78,5294431,179,29561,79,O. Charter
Monmouth,6740,Hope Academy Cs,6117363,262,23331,50,6361900,276,23084,42,O. Charter
Monmouth,7720,The Red Bank Cs,4613244,177,26049,70,4879216,179,27197,72,O. Charter
Monmouth,7891,College Achieve Greater,10605570,426,24907,63,14022972,537,26138,68,O. Charter
Morris,450,Boonton Town,43173562,1458,29604,36,44947917,1466,30653,37,"L. K-12|K-12,0-1800"
Morris,460,Boonton Twp,17269226,630,27402,36,17313570,596,29044,38,"J. K-12|K-8,401-750"
Morris,630,Butler Boro,33687960,1142,29504,34,35954043,1202,29911,29,"L. K-12|K-12,0-1800"
Morris,785,Sch Dist Of The Chathams,99814243,3795,26303,37,101887410,3582,28443,52,"N. K-12|K-12,3500+"
Morris,820,Chester Twp,31705002,1038,30549,62,32144412,1021,31477,62,"E. K-8|K-8,751+"
Morris,1090,Denville Twp,44349238,1644,26974,42,45733378,1733,26391,31,"E. K-8|K-8,751+"
Morris,1110,Dover Town,86053849,3516,24476,19,97576959,3566,27366,37,"M. K-12|K-12,1800-3500"
Morris,1190,East Hanover Twp,28453989,931,30574,63,28899184,972,29741,54,"E. K-8|K-8,751+"
Morris,1530,Florham Park Boro,28497508,961,29646,59,30585435,967,31625,64,"E. K-8|K-8,751+"
Morris,1990,Hanover Park Regional,49520466,1381,35850,38,53007261,1238,42812,44,"G. G9-12|7-12,9-12"
Morris,2000,Hanover Twp,36842154,1275,28890,53,38545531,1246,30936,61,"E. K-8|K-8,751+"
Morris,2010,Harding Township,14013504,403,34814,65,14750145,376,39270,67,"I. K-12|K-8,0-400"
Morris,2380,Jefferson Twp,75293256,2540,29643,59,77458850,2530,30620,59,"M. K-12|K-12,1800-3500"
Morris,2460,Kinnelon Boro,54695895,1677,32620,43,56755596,1651,34383,44,"L. K-12|K-12,0-1800"
Morris,2650,Lincoln Park Boro,30075176,1259,23882,22,30475475,1253,24330,14,"K. K-12|K-8,751+"
Morris,2870,Madison Boro,65925299,2511,26251,37,67954674,2546,26696,27,"M. K-12|K-12,1800-3500"
Morris,3090,Mendham Boro,15244548,469,32502,59,16140295,492,32801,56,"D. K-8|K-8,401-750"
Morris,3100,Mendham Twp,25666202,787,32618,71,27664548,810,34169,73,"E. K-8|K-8,751+"
Morris,3240,Mine Hill Twp,12648317,497,25471,25,12952618,499,25943,23,H. K-12|K-6
Morris,3340,Montville Twp,104840843,3407,30772,64,112020313,3450,32466,65,"M. K-12|K-12,1800-3500"
Morris,3365,Morris County Vocational,31283255,1532,20424,3,31640910,1489,21246,6,Q. County Voc
Morris,3370,Morris Hills Regional,98732296,2603,37924,40,101376623,2666,38030,37,"G. G9-12|7-12,9-12"
Morris,3380,Morris Plains Boro,22549416,808,27916,42,24212641,828,29245,42,"J. K-12|K-8,401-750"
Morris,3385,Morris School District,154733147,5472,28276,60,163969307,5733,28602,55,"N. K-12|K-12,3500+"
Morris,3410,Mount Arlington Boro,14750424,505,29205,46,16746443,512,32718,50,"I. K-12|K-8,0-400"
Morris,3450,Mount Olive Twp,126161049,4608,27377,52,133566534,4780,27942,45,"N. K-12|K-12,3500+"
Morris,3460,Mountain Lakes Boro,49981516,1426,35051,47,50595945,1403,36070,46,"L. K-12|K-12,0-1800"
Morris,3520,Netcong Boro,8178510,289,28311,40,8609745,306,28158,30,"C. K-8|K-8,0-400"
Morris,3950,Parsippany-Troy Hills Twp,199603477,7081,28189,59,210091865,7074,29701,66,"N. K-12|K-12,3500+"
Morris,4000,Long Hill Twp,25295503,854,29616,58,25769611,854,30159,56,"E. K-8|K-8,751+"
Morris,4080,Pequannock Twp,52259217,2100,24888,25,56249064,2096,26842,32,"M. K-12|K-12,1800-3500"
Morris,4330,Randolph Twp,122561696,4319,28381,64,121230727,4248,28540,54,"N. K-12|K-12,3500+"
Morris,4440,Riverdale Boro,10889111,421,25858,20,10974671,422,25996,13,"I. K-12|K-8,0-400"
Morris,4480,Rockaway Boro,15326539,545,28140,44,16910691,558,30306,47,"D. K-8|K-8,401-750"
Morris,4490,Rockaway Twp,68508740,2388,28692,52,70590079,2344,30118,55,"E. K-8|K-8,751+"
Morris,4560,Roxbury Twp,102719829,3462,29673,60,103226500,3472,29734,55,"M. K-12|K-12,1800-3500"
Morris,5520,Washington Twp,60642893,1941,31243,66,57906868,1995,29022,49,"E. K-8|K-8,751+"
Morris,5660,West Morris Regional,70590671,2228,31682,21,69434153,2108,32933,23,"G. G9-12|7-12,9-12"
Morris,5770,Wharton Boro,20244373,767,26381,30,21410367,773,27716,29,"D. K-8|K-8,401-750"
Morris,8050,Unity Cs,7278867,235,31027,83,6453765,253,25509,64,O. Charter
Ocean,185,Barnegat Twp,95622986,3324,28769,67,95004746,3619,26250,25,"N. K-12|K-12,3500+"
Ocean,210,Bay Head Boro,5313631,159,33431,60,5547318,151,36737,61,"I. K-12|K-8,0-400"
Ocean,230,Beach Haven Boro,3829799,77,50046,58,3148572,72,43774,56,A. K-6|K-6
Ocean,320,Berkeley Twp,54315071,2417,22470,5,55254282,2438,22668,7,A. K-6|K-6
Ocean,530,Brick Twp,200015289,8314,24058,12,210008081,8245,25471,17,"N. K-12|K-12,3500+"
Ocean,770,Central Regional,55572091,2374,23411,4,60861451,2269,26819,4,"F. G7-12|7-12,9-12"
Ocean,1150,Eagleswood Twp,4525736,141,32127,51,4976396,141,35203,54,A. K-6|K-6
Ocean,2350,Island Heights Boro,3591554,123,29186,39,4115896,130,31577,44,A. K-6|K-6
Ocean,2360,Jackson Twp,202894937,7595,26713,45,206204896,7583,27192,42,"N. K-12|K-12,3500+"
Ocean,2480,Lacey Twp,96898290,3828,25311,28,100622827,3792,26539,27,"N. K-12|K-12,3500+"
Ocean,2500,Lakehurst Boro,12417411,536,23162,7,13896364,513,27115,23,"J. K-12|K-8,401-750"
Ocean,2520,Lakewood Twp,298266659,5263,56674,96,320329159,4895,65435,96,"N. K-12|K-12,3500+"
Ocean,2550,Lavallette Boro,5726627,180,31819,56,6222620,181,34399,58,"I. K-12|K-8,0-400"
Ocean,2690,Little Egg Harbor Twp,43837933,1683,26053,29,44713248,1680,26613,26,A. K-6|K-6
Ocean,2760,Long Beach Island,8392392,204,41052,57,9446353,206,45836,57,A. K-6|K-6
Ocean,2940,Manchester Twp,80432526,2797,28762,56,87298367,2838,30763,60,"M. K-12|K-12,1800-3500"
Ocean,3790,Ocean County Vocational,40459755,1742,23228,6,40138179,2151,18658,2,Q. County Voc
Ocean,3800,Ocean Gate Boro,4109376,133,30995,48,4310134,127,34071,50,A. K-6|K-6
Ocean,3820,Ocean Twp,21943617,914,23998,17,22341148,934,23926,15,H. K-12|K-6
Ocean,4105,Pinelands Regional,46671087,1584,29471,14,50090251,1558,32146,18,"F. G7-12|7-12,9-12"
Ocean,4190,Plumsted Twp,31221742,1086,28743,31,31804368,1108,28699,24,"L. K-12|K-12,0-1800"
Ocean,4210,Point Pleasant Boro,60527046,2713,22310,4,62192349,2709,22961,3,"M. K-12|K-12,1800-3500"
Ocean,4220,Point Pleasant Beach,22352222,729,30670,38,23326350,683,34178,43,"L. K-12|K-12,0-1800"
Ocean,4710,Seaside Heights Boro,8586575,226,38059,56,7207315,209,34528,53,A. K-6|K-6
Ocean,4720,Seaside Park Boro,560358,29,19323,4,856989,33,25969,9,K-6|Non-Operating
Ocean,4950,Southern Regional,80010563,2808,28493,11,77650136,2707,28688,10,"F. G7-12|7-12,9-12"
Ocean,5020,Stafford Twp,54143426,2322,23319,14,55029188,2501,22006,5,A. K-6|K-6
Ocean,5190,Toms River Regional,315477538,14512,21739,1,330045781,14475,22802,2,"N. K-12|K-12,3500+"
Ocean,5220,Tuckerton Boro,8808493,299,29472,40,8444722,287,29384,35,A. K-6|K-6
Ocean,7893,Ocean Academy Charter Sc,8469957,372,22763,45,10385501,443,23422,45,O. Charter
Passaic,420,Bloomingdale Boro,24363018,800,30462,53,26492074,865,30625,49,"J. K-12|K-8,401-750"
Passaic,900,Clifton City,262603794,10557,24876,24,282557105,11187,25258,14,"N. K-12|K-12,3500+"
Passaic,1920,Haledon Boro,22102709,1019,21691,4,23724167,1026,23134,8,"E. K-8|K-8,751+"
Passaic,2100,Hawthorne Boro,59630209,2234,26694,43,64518046,2234,28878,46,"M. K-12|K-12,1800-3500"
Passaic,2510,Lakeland Regional,32281136,916,35229,35,31298687,874,35832,34,"G. G9-12|7-12,9-12"
Passaic,2700,Little Falls Twp,22529317,904,24912,29,23911332,917,26072,29,"E. K-8|K-8,751+"
Passaic,3640,North Haledon Boro,16412668,575,28537,47,16740144,592,28259,35,"D. K-8|K-8,401-750"
Passaic,3970,Passaic City,442304220,12480,35443,91,491435473,11845,41490,93,"N. K-12|K-12,3500+"
Passaic,3980,Passaic Co Manchester Reg,28271795,796,35520,36,27691207,843,32863,22,"G. G9-12|7-12,9-12"
Passaic,3990,Passaic Valley Regional,39670780,1025,38712,42,39760865,1035,38406,38,"G. G9-12|7-12,9-12"
Passaic,3995,Passaic County Vocational,129133273,4361,29610,14,151329364,4357,34736,15,Q. County Voc
Passaic,4010,Paterson City,730792628,24798,29470,73,770951526,24858,31014,72,"N. K-12|K-12,3500+"
Passaic,4230,Pompton Lakes Boro,44821831,1754,25548,18,48093414,1752,27455,20,"L. K-12|K-12,0-1800"
Passaic,4270,Prospect Park Boro,20271471,855,23709,19,23439769,824,28448,43,"E. K-8|K-8,751+"
Passaic,4400,Ringwood Boro,31713132,1083,29283,57,34139205,1050,32515,67,"E. K-8|K-8,751+"
Passaic,5200,Totowa Boro,21946887,935,23463,17,20222660,900,22480,6,"E. K-8|K-8,751+"
Passaic,5440,Wanaque Boro,25077314,859,29211,55,26128988,889,29402,52,"E. K-8|K-8,751+"
Passaic,5570,Wayne Twp,230073865,7607,30246,80,233126623,7738,30126,70,"N. K-12|K-12,3500+"
Passaic,5650,West Milford Twp,91096991,3053,29843,61,95031887,3042,31237,63,"M. K-12|K-12,1800-3500"
Passaic,5690,Woodland Park,28688569,1225,23428,15,33020921,1275,25892,27,"E. K-8|K-8,751+"
Passaic,6021,Community Charter School,19757294,895,22065,40,20169630,885,22791,38,O. Charter
Passaic,6079,John P Holland Charter S,12942575,524,24681,61,17706796,594,29804,80,O. Charter
Passaic,6080,Passaic Arts And Science,32901963,1805,18228,15,38241923,1934,19778,18,O. Charter
Passaic,6096,Paterson Arts & Sci. Cs,19568817,955,20482,28,24363578,1173,20770,27,O. Charter
Passaic,6106,Philip’s Charter School,10405866,432,24082,57,12187069,510,23901,49,O. Charter
Passaic,6230,Classical Academy Charter School Of Clif,2707309,175,15488,3,2453702,162,15174,2,O. Charter
Passaic,7503,Paterson Cs For Sci/Tech,44888059,1492,30090,79,38591044,1615,23898,48,O. Charter
Passaic,7892,College Achieve Paterson,23167085,1167,19852,23,30272982,1276,23719,47,O. Charter
Salem,60,Alloway Twp,10047759,436,23072,6,9853395,411,23958,5,"I. K-12|K-8,0-400"
Salem,1350,Elsinboro Twp,3338301,136,24551,13,3649676,136,26840,21,"I. K-12|K-8,0-400"
Salem,2800,Lower Alloways Creek,5250856,185,28408,41,5613368,203,27714,29,"I. K-12|K-8,0-400"
Salem,2950,Mannington Twp,5028598,201,25066,16,5356637,202,26576,20,"I. K-12|K-8,0-400"
Salem,3860,Oldmans Twp,6671029,318,20978,1,7377187,305,24194,7,"I. K-12|K-8,0-400"
Salem,4070,Penns Grv-Carneys Pt Reg,53943402,2186,24674,22,58425641,2217,26348,23,"M. K-12|K-12,1800-3500"
Salem,4075,Pennsville,47773073,1812,26366,39,48971003,1812,27025,35,"M. K-12|K-12,1800-3500"
Salem,4150,Pittsgrove Twp,43332564,1700,25487,17,44923791,1701,26410,15,"L. K-12|K-12,0-1800"
Salem,4280,Quinton Twp,9022562,332,27216,30,8988233,339,26522,18,"I. K-12|K-8,0-400"
Salem,4630,Salem City,35636251,1301,27396,27,39546654,1335,29615,28,"L. K-12|K-12,0-1800"
Salem,4635,Salem Co Special Service,10968373,131,83618,4,9982107,128,78043,3,P. CSSD
Salem,4640,Salem County Vocational,16681620,799,20871,4,16238920,860,18889,4,Q. County Voc
Salem,5320,Upper Pittsgrove Twp,10683023,424,25215,17,10482992,449,23336,3,"I. K-12|K-8,0-400"
Salem,5910,Woodstown-Pilesgrove Reg,35044102,1474,23770,5,36716719,1501,24465,6,"L. K-12|K-12,0-1800"
Salem,7897,Creativity Colaboratory Charter School,2710367,166,16318,7,3565020,191,18665,12,O. Charter
Somerset,240,Bedminster Twp,23443322,726,32301,58,21765331,689,31602,53,"J. K-12|K-8,401-750"
Somerset,350,Bernards Twp,135131331,4774,28307,61,142548402,4766,29913,68,"N. K-12|K-12,3500+"
Somerset,490,Bound Brook Boro,49033416,1975,24825,24,65280699,2066,31595,64,"M. K-12|K-12,1800-3500"
Somerset,510,Branchburg Twp,58814729,1955,30089,60,60693179,1924,31552,63,"K. K-12|K-8,751+"
Somerset,555,Bridgewater-Raritan Reg,221484528,8088,27386,53,227322527,8003,28405,50,"N. K-12|K-12,3500+"
Somerset,1610,Franklin Twp,212213967,7122,29798,75,218626693,7303,29937,69,"N. K-12|K-12,3500+"
Somerset,1810,Green Brook Twp,31997926,1148,27883,41,31172227,1137,27418,27,"J. K-12|K-8,401-750"
Somerset,2170,Hillsborough Twp,167213824,7268,23008,4,172816349,7271,23767,8,"N. K-12|K-12,3500+"
Somerset,3000,Manville Boro,39430347,1596,24713,12,41199879,1748,23567,3,"L. K-12|K-12,0-1800"
Somerset,3320,Montgomery Twp,124788373,4592,27178,51,131422494,4627,28406,51,"N. K-12|K-12,3500+"
Somerset,3670,North Plainfield Boro,90222531,3495,25819,35,105134110,3680,28567,43,"M. K-12|K-12,1800-3500"
Somerset,4810,Somerset Co Vocational,20622318,480,43000,21,21024662,493,42668,20,Q. County Voc
Somerset,4815,Somerset Hills Regional,54968221,1757,31279,41,57142870,1741,32827,40,"L. K-12|K-12,0-1800"
Somerset,4820,Somerville Boro,61000701,2141,28492,53,63410655,2154,29443,50,"M. K-12|K-12,1800-3500"
Somerset,4850,South Bound Brook,14613141,580,25211,19,15245700,589,25865,15,"J. K-12|K-8,401-750"
Somerset,5470,Warren Twp,55715658,1558,35769,75,57471322,1651,34819,74,"E. K-8|K-8,751+"
Somerset,5540,Watchung Boro,17285236,630,27420,37,18401772,675,27274,26,"D. K-8|K-8,401-750"
Somerset,5550,Watchung Hills Regional,57615466,1833,31427,20,60677688,1760,34469,29,"G. G9-12|7-12,9-12"
Somerset,6018,Central Jersey College P,19991219,1264,15818,4,22360767,1280,17475,7,O. Charter
Somerset,6081,Thomas Edison Energysmar,16430025,598,27480,74,11106656,603,18410,11,O. Charter
Sussex,90,Andover Reg,19247563,618,31137,55,22420262,649,34539,59,"J. K-12|K-8,401-750"
Sussex,640,Byram Twp,19552660,821,23827,21,20978399,837,25056,22,"E. K-8|K-8,751+"
Sussex,1560,Frankford Twp,14367367,542,26502,32,14833453,501,29587,45,"D. K-8|K-8,401-750"
Sussex,1570,Franklin Boro,13976672,480,29136,49,13950627,483,28889,37,"D. K-8|K-8,401-750"
Sussex,1630,Fredon Twp,5923233,186,31898,50,5786356,179,32267,48,A. K-6|K-6
Sussex,1800,Green Twp,15173429,586,25905,21,16095813,545,29537,34,"I. K-12|K-8,0-400"
Sussex,1930,Hamburg Boro,8647663,254,34039,62,9596051,243,39543,69,"C. K-8|K-8,0-400"
Sussex,1980,Hampton Twp,8665205,300,28843,37,9689497,316,30654,40,A. K-6|K-6
Sussex,2030,Hardyston Twp,16301374,593,27503,38,18220885,595,30618,48,"D. K-8|K-8,401-750"
Sussex,2165,High Point Regional,29286137,822,35632,37,28434449,807,35226,32,"G. G9-12|7-12,9-12"
Sussex,2240,Hopatcong,44267580,1418,31212,40,43067912,1432,30076,32,"L. K-12|K-12,0-1800"
Sussex,2465,Kittatinny Regional,27240807,798,34121,30,30041459,777,38658,39,"F. G7-12|7-12,9-12"
Sussex,2490,Lafayette Twp,5930427,206,28859,43,6721553,213,31628,46,"C. K-8|K-8,0-400"
Sussex,2615,Lenape Valley Regional,21594263,667,32356,27,21766987,681,31954,17,"G. G9-12|7-12,9-12"
Sussex,3300,Montague Twp,11016674,365,30182,48,11827844,375,31541,45,"I. K-12|K-8,0-400"
Sussex,3590,Newton Town,41479200,1583,26209,22,43487250,1630,26681,16,"L. K-12|K-12,0-1800"
Sussex,3840,Ogdensburg Boro,6442282,276,23332,8,7412094,281,26408,16,"C. K-8|K-8,0-400"
Sussex,4650,Sandyston-Walpack Twp,3508794,132,26622,31,3764610,124,30251,37,A. K-6|K-6
Sussex,4960,Sparta Twp,94655587,3231,29296,57,97270490,3263,29813,57,"M. K-12|K-12,1800-3500"
Sussex,5030,Stanhope Boro,8039376,302,26661,27,8310123,313,26535,19,"C. K-8|K-8,0-400"
Sussex,5040,Stillwater Twp,8270839,268,30877,47,8518808,284,29951,36,A. K-6|K-6
Sussex,5100,Sussex-Wantage Regional,30244584,1047,28890,53,30616790,1059,28904,47,"E. K-8|K-8,751+"
Sussex,5110,Sussex County Vocational,19245326,706,27274,10,20408109,698,29259,9,Q. County Voc
Sussex,5360,Vernon Twp,82483322,2946,27995,51,87433950,2967,29468,51,"M. K-12|K-12,1800-3500"
Sussex,5435,Wallkill Valley Regional,20270655,634,31954,24,22337114,631,35428,33,"G. G9-12|7-12,9-12"
Sussex,7850,Sussex County Technology,5561305,224,24838,62,5407235,223,24291,53,O. Charter
Union,310,Berkeley Heights Twp,69527958,2517,27628,47,72899632,2503,29120,48,"M. K-12|K-12,1800-3500"
Union,850,Clark Twp,52818073,2255,23425,10,53990910,2249,24006,6,"M. K-12|K-12,1800-3500"
Union,980,Cranford Twp,89865122,3753,23945,11,94939818,3808,24932,12,"N. K-12|K-12,3500+"
Union,1320,Elizabeth City,801309292,27969,28650,65,821840338,28494,28843,59,"N. K-12|K-12,3500+"
Union,1710,Garwood Boro,11871959,485,24489,12,12626507,497,25388,11,"I. K-12|K-8,0-400"
Union,2190,Hillside Twp,76244548,2970,25669,33,89745522,3030,29616,53,"M. K-12|K-12,1800-3500"
Union,2420,Kenilworth Boro,40654902,1457,27900,29,41171161,1463,28145,22,"L. K-12|K-12,0-1800"
Union,2660,Linden City,159806461,6062,26363,38,173245064,6133,28249,48,"N. K-12|K-12,3500+"
Union,3470,Mountainside Boro,24354688,1028,23683,10,26053812,1019,25567,13,"J. K-12|K-8,401-750"
Union,3560,New Providence Boro,56779052,2362,24038,16,59651780,2348,25409,19,"M. K-12|K-12,1800-3500"
Union,4160,Plainfield City,254619423,10024,25402,30,284286444,10109,28122,47,"N. K-12|K-12,3500+"
Union,4290,Rahway City,103078584,4233,24351,14,112798727,4319,26114,21,"N. K-12|K-12,3500+"
Union,4540,Roselle Boro,81738406,2899,28195,52,84313396,2919,28882,47,"M. K-12|K-12,1800-3500"
Union,4550,Roselle Park Boro,50984783,2012,25336,30,54886089,2046,26829,31,"M. K-12|K-12,1800-3500"
Union,4670,Scotch Plains-Fanwood Reg,128705028,5497,23413,5,132812969,5610,23675,6,"N. K-12|K-12,3500+"
Union,5000,Springfield Twp,56532009,2195,25755,34,58998218,2229,26473,25,"M. K-12|K-12,1800-3500"
Union,5090,Summit City,104134234,3846,27077,48,104174138,3947,26392,26,"N. K-12|K-12,3500+"
Union,5260,Union County Vocational,42177257,2080,20279,2,44088364,2108,20915,5,Q. County Voc
Union,5290,Union Twp,185809712,7474,24861,23,200340908,7702,26012,19,"N. K-12|K-12,3500+"
Union,5730,Westfield Town,152707521,5897,25895,35,150610240,5945,25334,16,"N. K-12|K-12,3500+"
Union,5810,Winfield Twp,5151362,166,31057,52,5317900,161,33022,52,"I. K-12|K-8,0-400"
Union,6033,Barack Obama Green Chart,6429933,237,27188,72,6093914,260,23438,46,O. Charter
Union,6101,College Achieve Central,26348668,1403,18775,18,30566984,1395,21907,33,O. Charter
Union,6102,Cresthaven Academy Chart,8603429,450,19119,20,9796796,522,18768,14,O. Charter
Union,7600,Queen City Academy Cs,7767940,355,21869,37,7919847,395,20050,22,O. Charter
Union,8010,Union County Teams Cs,5268540,359,14672,2,5780795,328,17646,8,O. Charter
Warren,30,Allamuchy Twp,14552400,584,24937,14,14105229,590,23925,9,"J. K-12|K-8,401-750"
Warren,70,Alpha Boro,7637405,291,26210,23,7889955,292,27068,23,"I. K-12|K-8,0-400"
Warren,280,Belvidere Town,16420710,607,27049,25,18229107,604,30205,33,"L. K-12|K-12,0-1800"
Warren,400,Blairstown Twp,10989742,438,25092,23,11621869,435,26735,27,A. K-6|K-6
Warren,1620,Franklin Twp,6129617,200,30729,45,6381565,197,32386,49,A. K-6|K-6
Warren,1670,Frelinghuysen Twp,3167720,130,24307,19,3345782,130,25706,22,A. K-6|K-6
Warren,1785,Great Meadows Regional,22127578,940,23553,8,21877708,933,23454,7,"J. K-12|K-8,401-750"
Warren,1840,Greenwich Twp,20697272,1002,20662,2,22015153,1003,21949,2,"J. K-12|K-8,401-750"
Warren,1870,Hackettstown,47762274,1992,23982,14,53447128,2048,26095,22,"M. K-12|K-12,1800-3500"
Warren,2040,Harmony Twp,8875687,278,31974,57,8736445,264,33084,53,"I. K-12|K-8,0-400"
Warren,2250,Hope Twp,5461574,172,31779,55,5915347,186,31890,47,"I. K-12|K-8,0-400"
Warren,2470,Knowlton Twp,5156716,164,31421,49,5397575,176,30687,41,A. K-6|K-6
Warren,2790,Lopatcong Twp,22132549,1099,20140,1,23231754,1112,20888,1,"J. K-12|K-8,401-750"
Warren,2970,Mansfield Twp,14734371,560,26307,30,15272259,550,27765,30,A. K-6|K-6
Warren,3675,North Warren Regional,20043010,663,30231,17,18728967,630,29729,11,"F. G7-12|7-12,9-12"
Warren,3890,Oxford Twp,8976370,340,26367,24,9157422,337,27182,24,"I. K-12|K-8,0-400"
Warren,4100,Phillipsburg Town,124422095,3937,31602,84,127830655,3964,32249,78,"N. K-12|K-12,3500+"
Warren,4200,Pohatcong Twp,11090028,449,24694,15,11649714,457,25512,12,"I. K-12|K-8,0-400"
Warren,5460,Warren County Vocational,12466467,429,29054,12,12685020,411,30855,14,Q. County Voc
Warren,5465,Warren Hills Regional,49656013,1597,31104,19,50039777,1595,31367,15,"F. G7-12|7-12,9-12"
Warren,5480,Washington Boro,12656909,517,24502,21,12398527,565,21949,4,A. K-6|K-6
Warren,5530,Washington Twp,11535385,396,29120,38,11703530,386,30313,38,A. K-6|K-6
Warren,5780,White Twp,10463088,378,27691,37,10593583,388,27341,26,"I. K-12|K-8,0-400"
Warren,7727,Ridge And Valley Cs,2902494,116,25130,65,3166945,129,24550,55,O. Charter
