GROUP,CONAME,COCODE,DIST,DISTNAME
I. CSSD,Mercer,21,3103,Mercer County Special Services School Di
J. County Voc,Mercer,21,3105,Mercer County Vocational
K. Charter/Ren,Mercer,21,6017,Foundation Academy Cs
K. Charter/Ren,Mercer,21,6025,Paul Robeson Humanities  Charter School
K. Charter/Ren,Mercer,21,6183,Trenton Stem-To-Civics Cs
K. Charter/Ren,Mercer,21,6810,International Charter School
K. Charter/Ren,Mercer,21,7500,Pace Cs Of Hamilton
K. Charter/Ren,Mercer,21,7540,Princeton Cs
K. Charter/Ren,Mercer,21,7895,Achievers Early College Prep Charter Sch
K. Charter/Ren,Mercer,21,7902,Mccorristin Charter School District
K. Charter/Ren,Mercer,21,8140,Village Cs
C. K-8 / 401 - 750,Middlesex,23,970,Cranbury Twp
C. K-8 / 401 - 750,Middlesex,23,2370,Jamesburg Boro
D. K-8 / 751 +,Middlesex,23,3220,Milltown Boro
E. K-12 / 0 - 1800,Middlesex,23,1140,Dunellen Boro
E. K-12 / 0 - 1800,Middlesex,23,2150,Highland Park Boro
E. K-12 / 0 - 1800,Middlesex,23,4830,South Amboy City
E. K-12 / 0 - 1800,Middlesex,23,4970,Spotswood Boro
F. K-12 / 1801 - 3500,Middlesex,23,3120,Metuchen Boro
F. K-12 / 1801 - 3500,Middlesex,23,3140,Middlesex Boro
F. K-12 / 1801 - 3500,Middlesex,23,4920,South River Boro
G. K-12 / 3501 +,Middlesex,23,750,Carteret Boro
G. K-12 / 3501 +,Middlesex,23,1170,East Brunswick Twp
G. K-12 / 3501 +,Middlesex,23,1290,Edison Twp
G. K-12 / 3501 +,Middlesex,23,3290,Monroe Twp
G. K-12 / 3501 +,Middlesex,23,3530,New Brunswick City
G. K-12 / 3501 +,Middlesex,23,3620,North Brunswick Twp
G. K-12 / 3501 +,Middlesex,23,3845,Old Bridge Twp
G. K-12 / 3501 +,Middlesex,23,4090,Perth Amboy City
G. K-12 / 3501 +,Middlesex,23,4130,Piscataway Twp
G. K-12 / 3501 +,Middlesex,23,4660,Sayreville Boro
G. K-12 / 3501 +,Middlesex,23,4860,South Brunswick Twp
G. K-12 / 3501 +,Middlesex,23,4910,South Plainfield Boro
G. K-12 / 3501 +,Middlesex,23,5850,Woodbridge Twp
J. County Voc,Middlesex,23,3150,Middlesex Co Vocational
K. Charter/Ren,Middlesex,23,6032,Academy For Urban Leadership Charter Sch
K. Charter/Ren,Middlesex,23,6041,Hatikvah International Cs
K. Charter/Ren,Middlesex,23,6635,Greater Brunswick Cs
K. Charter/Ren,Middlesex,23,7896,Middlesex Charter School
A. K-6,Monmouth,25,130,Atlantic Highlands Boro
A. K-6,Monmouth,25,2160,Highlands Boro
A. K-6,Monmouth,25,4520,Roosevelt Boro
B. K-8 / 0 - 400,Monmouth,25,180,Avon Boro
B. K-8 / 0 - 400,Monmouth,25,270,Belmar Boro
B. K-8 / 0 - 400,Monmouth,25,500,Bradley Beach Boro
B. K-8 / 0 - 400,Monmouth,25,1000,Deal Boro
B. K-8 / 0 - 400,Monmouth,25,1490,Farmingdale Boro
B. K-8 / 0 - 400,Monmouth,25,3250,Monmouth Beach Boro
B. K-8 / 0 - 400,Monmouth,25,3500,Neptune City
B. K-8 / 0 - 400,Monmouth,25,4690,Sea Girt Boro
B. K-8 / 0 - 400,Monmouth,25,4980,Spring Lake Boro
B. K-8 / 0 - 400,Monmouth,25,4990,Spring Lake Heights Boro
C. K-8 / 401 - 750,Monmouth,25,560,Brielle Boro
C. K-8 / 401 - 750,Monmouth,25,2720,Little Silver Boro
C. K-8 / 401 - 750,Monmouth,25,3830,Oceanport Boro
C. K-8 / 401 - 750,Monmouth,25,4770,Shrewsbury Boro
C. K-8 / 401 - 750,Monmouth,25,5230,Union Beach
C. K-8 / 401 - 750,Monmouth,25,5640,West Long Branch Boro
D. K-8 / 751 +,Monmouth,25,945,Colts Neck Twp
D. K-8 / 751 +,Monmouth,25,1260,Eatontown Boro
D. K-8 / 751 +,Monmouth,25,1440,Fair Haven Boro
D. K-8 / 751 +,Monmouth,25,1640,Freehold Boro
D. K-8 / 751 +,Monmouth,25,1660,Freehold Twp
D. K-8 / 751 +,Monmouth,25,2290,Howell Twp
D. K-8 / 751 +,Monmouth,25,2920,Manalapan-Englishtown Reg
D. K-8 / 751 +,Monmouth,25,3030,Marlboro Twp
D. K-8 / 751 +,Monmouth,25,3200,Millstone Twp
D. K-8 / 751 +,Monmouth,25,4360,Red Bank Boro
D. K-8 / 751 +,Monmouth,25,4570,Rumson Boro
D. K-8 / 751 +,Monmouth,25,5185,Tinton Falls
E. K-12 / 0 - 1800,Monmouth,25,100,Asbury Park City
E. K-12 / 0 - 1800,Monmouth,25,1456,Henry Hudson Regional School District
E. K-12 / 0 - 1800,Monmouth,25,2400,Keansburg Boro
E. K-12 / 0 - 1800,Monmouth,25,2430,Keyport Boro
E. K-12 / 0 - 1800,Monmouth,25,2930,Manasquan Boro
F. K-12 / 1801 - 3500,Monmouth,25,2105,Hazlet Twp
F. K-12 / 1801 - 3500,Monmouth,25,2230,Holmdel Twp
F. K-12 / 1801 - 3500,Monmouth,25,3510,Neptune Twp
F. K-12 / 1801 - 3500,Monmouth,25,3810,Ocean Twp
F. K-12 / 1801 - 3500,Monmouth,25,5310,Upper Freehold Regional
F. K-12 / 1801 - 3500,Monmouth,25,5420,Wall Twp
G. K-12 / 3501 +,Monmouth,25,2770,Long Branch City
G. K-12 / 3501 +,Monmouth,25,3040,Matawan-Aberdeen Regional
G. K-12 / 3501 +,Monmouth,25,3160,Middletown Twp
H. 7-12 / 9-12,Monmouth,25,1650,Freehold Regional
H. 7-12 / 9-12,Monmouth,25,2120,Henry Hudson Regional
H. 7-12 / 9-12,Monmouth,25,3270,Monmouth Regional
H. 7-12 / 9-12,Monmouth,25,4365,Red Bank Regional
H. 7-12 / 9-12,Monmouth,25,4580,Rumson-Fair Haven Reg
H. 7-12 / 9-12,Monmouth,25,4760,Shore Regional
J. County Voc,Monmouth,25,3260,Monmouth Co Vocational
K. Charter/Ren,Monmouth,25,6010,Academy Charter High School
K. Charter/Ren,Monmouth,25,6740,Hope Academy Cs
K. Charter/Ren,Monmouth,25,7720,The Red Bank Cs
K. Charter/Ren,Monmouth,25,7891,College Achieve Greater Asbury Park Char
A. K-6,Morris,27,3240,Mine Hill Twp
B. K-8 / 0 - 400,Morris,27,460,Boonton Twp
B. K-8 / 0 - 400,Morris,27,2010,Harding Township
B. K-8 / 0 - 400,Morris,27,3410,Mount Arlington Boro
B. K-8 / 0 - 400,Morris,27,3520,Netcong Boro
B. K-8 / 0 - 400,Morris,27,4440,Riverdale Boro
C. K-8 / 401 - 750,Morris,27,3090,Mendham Boro
C. K-8 / 401 - 750,Morris,27,3380,Morris Plains Boro
C. K-8 / 401 - 750,Morris,27,4480,Rockaway Boro
C. K-8 / 401 - 750,Morris,27,5770,Wharton Boro
D. K-8 / 751 +,Morris,27,820,Chester Twp
D. K-8 / 751 +,Morris,27,1090,Denville Twp
D. K-8 / 751 +,Morris,27,1190,East Hanover Twp
D. K-8 / 751 +,Morris,27,1530,Florham Park Boro
D. K-8 / 751 +,Morris,27,2000,Hanover Twp
D. K-8 / 751 +,Morris,27,2650,Lincoln Park Boro
D. K-8 / 751 +,Morris,27,3100,Mendham Twp
D. K-8 / 751 +,Morris,27,4000,Long Hill Twp
D. K-8 / 751 +,Morris,27,4490,Rockaway Twp
D. K-8 / 751 +,Morris,27,5520,Washington Twp
E. K-12 / 0 - 1800,Morris,27,450,Boonton Town
E. K-12 / 0 - 1800,Morris,27,630,Butler Boro
E. K-12 / 0 - 1800,Morris,27,2460,Kinnelon Boro
E. K-12 / 0 - 1800,Morris,27,3460,Mountain Lakes Boro
F. K-12 / 1801 - 3500,Morris,27,1110,Dover Town
F. K-12 / 1801 - 3500,Morris,27,2380,Jefferson Twp
F. K-12 / 1801 - 3500,Morris,27,2870,Madison Boro
F. K-12 / 1801 - 3500,Morris,27,3340,Montville Twp
F. K-12 / 1801 - 3500,Morris,27,4080,Pequannock Twp
F. K-12 / 1801 - 3500,Morris,27,4560,Roxbury Twp
G. K-12 / 3501 +,Morris,27,785,Sch Dist Of The Chathams
G. K-12 / 3501 +,Morris,27,3385,Morris School District
G. K-12 / 3501 +,Morris,27,3450,Mount Olive Twp
G. K-12 / 3501 +,Morris,27,3950,Parsippany-Troy Hills Twp
G. K-12 / 3501 +,Morris,27,4330,Randolph Twp
H. 7-12 / 9-12,Morris,27,1990,Hanover Park Regional
H. 7-12 / 9-12,Morris,27,3370,Morris Hills Regional
H. 7-12 / 9-12,Morris,27,5660,West Morris Regional
J. County Voc,Morris,27,3365,Morris County Vocational
K. Charter/Ren,Morris,27,8050,Unity Cs
A. K-6,Ocean,29,230,Beach Haven Boro
A. K-6,Ocean,29,320,Berkeley Twp
A. K-6,Ocean,29,1150,Eagleswood Twp
A. K-6,Ocean,29,2350,Island Heights Boro
A. K-6,Ocean,29,2690,Little Egg Harbor Twp
A. K-6,Ocean,29,2760,Long Beach Island
A. K-6,Ocean,29,3800,Ocean Gate Boro
A. K-6,Ocean,29,3820,Ocean Twp
A. K-6,Ocean,29,4710,Seaside Heights Boro
A. K-6,Ocean,29,5020,Stafford Twp
A. K-6,Ocean,29,5220,Tuckerton Boro
B. K-8 / 0 - 400,Ocean,29,210,Bay Head Boro
B. K-8 / 0 - 400,Ocean,29,2550,Lavallette Boro
C. K-8 / 401 - 750,Ocean,29,2500,Lakehurst Boro
E. K-12 / 0 - 1800,Ocean,29,4190,Plumsted Twp
E. K-12 / 0 - 1800,Ocean,29,4220,Point Pleasant Beach Boro
F. K-12 / 1801 - 3500,Ocean,29,2940,Manchester Twp
F. K-12 / 1801 - 3500,Ocean,29,4210,Point Pleasant Boro
G. K-12 / 3501 +,Ocean,29,185,Barnegat Twp
G. K-12 / 3501 +,Ocean,29,530,Brick Twp
G. K-12 / 3501 +,Ocean,29,2360,Jackson Twp
G. K-12 / 3501 +,Ocean,29,2480,Lacey Twp
G. K-12 / 3501 +,Ocean,29,2520,Lakewood Twp
G. K-12 / 3501 +,Ocean,29,5190,Toms River Regional
H. 7-12 / 9-12,Ocean,29,770,Central Regional
H. 7-12 / 9-12,Ocean,29,4105,Pinelands Regional
H. 7-12 / 9-12,Ocean,29,4950,Southern Regional
J. County Voc,Ocean,29,3790,Ocean County Vocational
K. Charter/Ren,Ocean,29,7893,Ocean Academy Charter School
C. K-8 / 401 - 750,Passaic,31,420,Bloomingdale Boro
C. K-8 / 401 - 750,Passaic,31,3640,North Haledon Boro
D. K-8 / 751 +,Passaic,31,1920,Haledon Boro
D. K-8 / 751 +,Passaic,31,2700,Little Falls Twp
D. K-8 / 751 +,Passaic,31,4270,Prospect Park Boro
D. K-8 / 751 +,Passaic,31,4400,Ringwood Boro
D. K-8 / 751 +,Passaic,31,5200,Totowa Boro
D. K-8 / 751 +,Passaic,31,5440,Wanaque Boro
D. K-8 / 751 +,Passaic,31,5690,Woodland Park
E. K-12 / 0 - 1800,Passaic,31,4230,Pompton Lakes Boro
F. K-12 / 1801 - 3500,Passaic,31,2100,Hawthorne Boro
F. K-12 / 1801 - 3500,Passaic,31,5650,West Milford Twp
G. K-12 / 3501 +,Passaic,31,900,Clifton City
G. K-12 / 3501 +,Passaic,31,3970,Passaic City
G. K-12 / 3501 +,Passaic,31,4010,Paterson City
G. K-12 / 3501 +,Passaic,31,5570,Wayne Twp
H. 7-12 / 9-12,Passaic,31,2510,Lakeland Regional
H. 7-12 / 9-12,Passaic,31,3980,Passaic Co Manchester Reg
H. 7-12 / 9-12,Passaic,31,3990,Passaic Valley Regional
J. County Voc,Passaic,31,3995,Passaic County Vocational
K. Charter/Ren,Passaic,31,6021,Community Charter School Of Paterso
K. Charter/Ren,Passaic,31,6079,John P Holland Charter School
K. Charter/Ren,Passaic,31,6080,Passaic Arts And Science Charter School
K. Charter/Ren,Passaic,31,6096,Paterson Arts And Science Charter School
K. Charter/Ren,Passaic,31,6106,Philip’s Charter School Of Paterson
K. Charter/Ren,Passaic,31,6230,Classical Academy Charter School Of Clif
K. Charter/Ren,Passaic,31,7503,Paterson Cs For Sci/Tech
K. Charter/Ren,Passaic,31,7892,College Achieve Paterson Charter School
K. Charter/Ren,Passaic,31,7899,Brilla New Jersey Charter School
B. K-8 / 0 - 400,Salem,33,60,Alloway Twp
B. K-8 / 0 - 400,Salem,33,1350,Elsinboro Twp
B. K-8 / 0 - 400,Salem,33,2800,Lower Alloways Creek
B. K-8 / 0 - 400,Salem,33,2950,Mannington Twp
B. K-8 / 0 - 400,Salem,33,3860,Oldmans Twp
B. K-8 / 0 - 400,Salem,33,4280,Quinton Twp
B. K-8 / 0 - 400,Salem,33,5320,Upper Pittsgrove Twp
E. K-12 / 0 - 1800,Salem,33,4150,Pittsgrove Twp
E. K-12 / 0 - 1800,Salem,33,4630,Salem City
E. K-12 / 0 - 1800,Salem,33,5910,Woodstown-Pilesgrove Reg
F. K-12 / 1801 - 3500,Salem,33,4070,Penns Grv-Carneys Pt Reg
F. K-12 / 1801 - 3500,Salem,33,4075,Pennsville
I. CSSD,Salem,33,4635,Salem Co Special Service
J. County Voc,Salem,33,4640,Salem County Vocational
K. Charter/Ren,Salem,33,7897,Creativity Colaboratory Charter School
C. K-8 / 401 - 750,Somerset,35,240,Bedminster Twp
C. K-8 / 401 - 750,Somerset,35,1810,Green Brook Twp
C. K-8 / 401 - 750,Somerset,35,4850,South Bound Brook
C. K-8 / 401 - 750,Somerset,35,5540,Watchung Boro
D. K-8 / 751 +,Somerset,35,510,Branchburg Twp
D. K-8 / 751 +,Somerset,35,5470,Warren Twp
E. K-12 / 0 - 1800,Somerset,35,3000,Manville Boro
E. K-12 / 0 - 1800,Somerset,35,4815,Somerset Hills Regional
F. K-12 / 1801 - 3500,Somerset,35,490,Bound Brook Boro
F. K-12 / 1801 - 3500,Somerset,35,3670,North Plainfield Boro
F. K-12 / 1801 - 3500,Somerset,35,4820,Somerville Boro
G. K-12 / 3501 +,Somerset,35,350,Bernards Twp
G. K-12 / 3501 +,Somerset,35,555,Bridgewater-Raritan Reg
G. K-12 / 3501 +,Somerset,35,1610,Franklin Twp
G. K-12 / 3501 +,Somerset,35,2170,Hillsborough Twp
G. K-12 / 3501 +,Somerset,35,3320,Montgomery Twp
H. 7-12 / 9-12,Somerset,35,5550,Watchung Hills Regional
J. County Voc,Somerset,35,4810,Somerset Co Vocational
K. Charter/Ren,Somerset,35,6018,Central Jersey College Prep Charter Scho
K. Charter/Ren,Somerset,35,6081,Thomas Edison Energysmart Charter School
A. K-6,Statewide,,N.A.,Group average: A. K-6
A. K-6,Statewide,,N.A.,Group median:  A. K-6
A. K-6,Statewide,,N.A.,State average:   All operating types
A. K-6,Statewide,,N.A.,State median:    All operating types
B. K-8 / 0 - 400,Statewide,,N.A.,Group average: B. K-8 / 0-400
B. K-8 / 0 - 400,Statewide,,N.A.,Group median:  B. K-8 / 0-400
B. K-8 / 0 - 400,Statewide,,N.A.,State average:   All operating types
B. K-8 / 0 - 400,Statewide,,N.A.,State median:    All operating types
C. K-8 / 401 - 750,Statewide,,N.A.,Group average: C. K-8 / 401-750
C. K-8 / 401 - 750,Statewide,,N.A.,Group median:  C. K-8 / 401-750
C. K-8 / 401 - 750,Statewide,,N.A.,State average:   All operating types
C. K-8 / 401 - 750,Statewide,,N.A.,State median:    All operating types
D. K-8 / 751 +,Statewide,,N.A.,Group average: D. K-8 / 751+
D. K-8 / 751 +,Statewide,,N.A.,Group median:  D. K-8 / 751+
D. K-8 / 751 +,Statewide,,N.A.,State average:   All operating types
D. K-8 / 751 +,Statewide,,N.A.,State median:    All operating types
E. K-12 / 0 - 1800,Statewide,,N.A.,Group average: E. K-12 / 0-1800
E. K-12 / 0 - 1800,Statewide,,N.A.,Group median:  E. K-12 / 0-1800
E. K-12 / 0 - 1800,Statewide,,N.A.,State average:   All operating types
E. K-12 / 0 - 1800,Statewide,,N.A.,State median:    All operating types
F. K-12 / 1801 - 3500,Statewide,,N.A.,Group average: F. K-12 / 1801-3500
F. K-12 / 1801 - 3500,Statewide,,N.A.,Group median:  F. K-12 / 1801-3500
F. K-12 / 1801 - 3500,Statewide,,N.A.,State average:   All operating types
F. K-12 / 1801 - 3500,Statewide,,N.A.,State median:    All operating types
G. K-12 / 3501 +,Statewide,,N.A.,Group average: G. K-12 / 3501+
G. K-12 / 3501 +,Statewide,,N.A.,Group median:  G. K-12 / 3501+
G. K-12 / 3501 +,Statewide,,N.A.,State average:   All operating types
G. K-12 / 3501 +,Statewide,,N.A.,State median:    All operating types
H. 7-12 / 9-12,Statewide,,N.A.,Group average: H. 7-12 / 9-12
H. 7-12 / 9-12,Statewide,,N.A.,Group median:  H. 7-12 / 9-12
H. 7-12 / 9-12,Statewide,,N.A.,State average:   All operating types
H. 7-12 / 9-12,Statewide,,N.A.,State median:    All operating types
I. CSSD,Statewide,,N.A.,Group average: I. CSSD
I. CSSD,Statewide,,N.A.,Group median:  I. CSSD
I. CSSD,Statewide,,N.A.,State average:   All operating types
I. CSSD,Statewide,,N.A.,State median:    All operating types
J. County Voc,Statewide,,N.A.,Group average: J. County Voc
J. County Voc,Statewide,,N.A.,Group median:  J. County Voc
J. County Voc,Statewide,,N.A.,State average:   All operating types
J. County Voc,Statewide,,N.A.,State median:    All operating types
K. Charter/Ren,Statewide,,N.A.,Group average: K. Charter/Renaissance
K. Charter/Ren,Statewide,,N.A.,Group median:  K. Charter/Renaissance
K. Charter/Ren,Statewide,,N.A.,State average:   All operating types
K. Charter/Ren,Statewide,,N.A.,State median:    All operating types
A. K-6,Sussex,37,1630,Fredon Twp
A. K-6,Sussex,37,1980,Hampton Twp
A. K-6,Sussex,37,4650,Sandyston-Walpack Twp
A. K-6,Sussex,37,5040,Stillwater Twp
B. K-8 / 0 - 400,Sussex,37,1930,Hamburg Boro
B. K-8 / 0 - 400,Sussex,37,2490,Lafayette Twp
B. K-8 / 0 - 400,Sussex,37,3300,Montague Twp
B. K-8 / 0 - 400,Sussex,37,3840,Ogdensburg Boro
B. K-8 / 0 - 400,Sussex,37,5030,Stanhope Boro
C. K-8 / 401 - 750,Sussex,37,90,Andover Reg
C. K-8 / 401 - 750,Sussex,37,1560,Frankford Twp
C. K-8 / 401 - 750,Sussex,37,1570,Franklin Boro
C. K-8 / 401 - 750,Sussex,37,1800,Green Twp
C. K-8 / 401 - 750,Sussex,37,2030,Hardyston Twp
D. K-8 / 751 +,Sussex,37,640,Byram Twp
D. K-8 / 751 +,Sussex,37,5100,Sussex-Wantage Regional
E. K-12 / 0 - 1800,Sussex,37,2240,Hopatcong
E. K-12 / 0 - 1800,Sussex,37,3590,Newton Town
F. K-12 / 1801 - 3500,Sussex,37,4960,Sparta Twp
F. K-12 / 1801 - 3500,Sussex,37,5360,Vernon Twp
H. 7-12 / 9-12,Sussex,37,2165,High Point Regional
H. 7-12 / 9-12,Sussex,37,2465,Kittatinny Regional
H. 7-12 / 9-12,Sussex,37,2615,Lenape Valley Regional
H. 7-12 / 9-12,Sussex,37,5435,Wallkill Valley Regional
J. County Voc,Sussex,37,5110,Sussex County Vocational
K. Charter/Ren,Sussex,37,7850,Sussex County Technology Charter School
B. K-8 / 0 - 400,Union,39,5810,Winfield Twp
C. K-8 / 401 - 750,Union,39,1710,Garwood Boro
C. K-8 / 401 - 750,Union,39,3470,Mountainside Boro
E. K-12 / 0 - 1800,Union,39,2420,Kenilworth Boro
F. K-12 / 1801 - 3500,Union,39,310,Berkeley Heights Twp
F. K-12 / 1801 - 3500,Union,39,850,Clark Twp
F. K-12 / 1801 - 3500,Union,39,2190,Hillside Twp
F. K-12 / 1801 - 3500,Union,39,3560,New Providence Boro
F. K-12 / 1801 - 3500,Union,39,4540,Roselle Boro
F. K-12 / 1801 - 3500,Union,39,4550,Roselle Park Boro
F. K-12 / 1801 - 3500,Union,39,5000,Springfield Twp
G. K-12 / 3501 +,Union,39,980,Cranford Twp
G. K-12 / 3501 +,Union,39,1320,Elizabeth City
G. K-12 / 3501 +,Union,39,2660,Linden City
G. K-12 / 3501 +,Union,39,4160,Plainfield City
G. K-12 / 3501 +,Union,39,4290,Rahway City
G. K-12 / 3501 +,Union,39,4670,Scotch Plains-Fanwood Reg
G. K-12 / 3501 +,Union,39,5090,Summit City
G. K-12 / 3501 +,Union,39,5290,Union Twp
G. K-12 / 3501 +,Union,39,5730,Westfield Town
J. County Voc,Union,39,5260,Union County Vocational
K. Charter/Ren,Union,39,6033,The Barack Obama Green Charter High Scho
K. Charter/Ren,Union,39,6101,College Achieve Central Charter School
K. Charter/Ren,Union,39,6102,Cresthaven Academy Charter School
K. Charter/Ren,Union,39,7600,Queen City Academy Cs
K. Charter/Ren,Union,39,8010,Union County Teams Cs
A. K-6,Warren,41,400,Blairstown Twp
A. K-6,Warren,41,1620,Franklin Twp
A. K-6,Warren,41,1670,Frelinghuysen Twp
A. K-6,Warren,41,2470,Knowlton Twp
A. K-6,Warren,41,2970,Mansfield Twp
A. K-6,Warren,41,5480,Washington Boro
A. K-6,Warren,41,5530,Washington Twp
B. K-8 / 0 - 400,Warren,41,70,Alpha Boro
B. K-8 / 0 - 400,Warren,41,2040,Harmony Twp
B. K-8 / 0 - 400,Warren,41,2250,Hope Twp
B. K-8 / 0 - 400,Warren,41,3890,Oxford Twp
B. K-8 / 0 - 400,Warren,41,4200,Pohatcong Twp
B. K-8 / 0 - 400,Warren,41,5780,White Twp
C. K-8 / 401 - 750,Warren,41,30,Allamuchy Twp
C. K-8 / 401 - 750,Warren,41,1785,Great Meadows Regional
C. K-8 / 401 - 750,Warren,41,1840,Greenwich Twp
C. K-8 / 401 - 750,Warren,41,2790,Lopatcong Twp
E. K-12 / 0 - 1800,Warren,41,280,Belvidere Town
F. K-12 / 1801 - 3500,Warren,41,1870,Hackettstown
G. K-12 / 3501 +,Warren,41,4100,Phillipsburg Town
H. 7-12 / 9-12,Warren,41,3675,North Warren Regional
H. 7-12 / 9-12,Warren,41,5465,Warren Hills Regional
J. County Voc,Warren,41,5460,Warren County Vocational
K. Charter/Ren,Warren,41,7727,Ridge And Valley Cs